1675033006	0.000	unknown
1675033006	20.448	discharging
1675033036	20.989	discharging
1675033066	20.077	discharging
1675033181	0.000	discharging
1675033192	22.666	discharging
1675033222	20.392	discharging
1675033252	37.102	discharging
1675033282	34.546	discharging
1675033312	35.604	discharging
1675036676	0.000	discharging
1675036686	25.853	discharging
1675050516	0.000	unknown
1675050576	0.935	discharging
1675050606	0.000	fully-charged
1675050636	0.901	discharging
1675050667	1.227	discharging
1675050697	1.847	discharging
1675050727	0.000	fully-charged
1675050937	0.248	discharging
1675050968	0.000	fully-charged
1675051118	1.351	discharging
1675051148	0.000	fully-charged
1675051238	0.304	discharging
1675051268	0.000	fully-charged
1675051449	0.214	discharging
1675051479	0.000	fully-charged
1675051840	0.146	discharging
1675051870	0.000	fully-charged
1675053335	0.158	discharging
1675053365	0.000	fully-charged
1675053425	0.270	discharging
1675053455	0.000	fully-charged
1675053726	0.563	discharging
1675053756	0.000	fully-charged
1675053786	0.124	discharging
1675053816	0.000	fully-charged
1675054177	0.225	discharging
1675054207	0.000	fully-charged
1675055050	0.146	discharging
1675055080	0.000	fully-charged
1675055381	0.113	discharging
1675055411	0.000	fully-charged
1675056879	0.507	discharging
1675056909	0.000	fully-charged
1675057300	0.158	discharging
1675057330	0.000	fully-charged
1675057496	1.002	discharging
1675057526	0.000	fully-charged
1675057827	0.450	discharging
1675057857	0.000	fully-charged
1675058167	53.575	discharging
1675058170	0.000	discharging
1675058807	0.169	discharging
1675058837	0.000	fully-charged
1675059348	0.113	discharging
1675059378	0.000	fully-charged
1675142086	0.000	unknown
1675142086	24.648	discharging
1675142116	34.647	discharging
1675142146	26.011	discharging
1675142176	52.179	discharging
1675142207	44.094	discharging
1675142237	40.851	discharging
1675142267	35.052	discharging
1675142297	21.495	discharging
1675142327	21.113	discharging
1675142357	30.334	discharging
1675142387	27.148	discharging
1675142417	23.860	discharging
1675142447	27.666	discharging
1675142477	22.723	discharging
1675142507	33.217	discharging
1675142537	40.975	discharging
1675142567	56.784	discharging
1675142597	51.447	discharging
1675142627	25.842	discharging
1675142658	44.387	discharging
1675142688	24.490	discharging
1675142718	25.155	discharging
1675142748	35.199	discharging
1675142778	32.237	discharging
1675142808	26.776	discharging
1675142838	26.731	discharging
1675142868	33.949	discharging
1675142898	25.470	discharging
1675142928	21.405	discharging
1675142958	21.552	discharging
1675142988	39.860	discharging
1675143018	31.956	discharging
1675143049	26.078	discharging
1675143079	25.222	discharging
1675143109	38.284	discharging
1675143139	24.907	discharging
1675143169	27.227	discharging
1675143199	28.544	discharging
1675143229	25.875	discharging
1675143259	26.011	discharging
1675143289	25.256	discharging
1675143319	24.749	discharging
1675143349	27.294	discharging
1675143379	39.523	discharging
1675143409	31.055	discharging
1675143440	47.945	discharging
1675143470	42.225	discharging
1675174264	0.000	discharging
1675174274	75.521	discharging
1675174305	40.840	discharging
1675174335	23.477	discharging
1675174365	24.232	discharging
1675174395	51.582	discharging
1675174425	29.411	discharging
1675174455	22.993	discharging
1675174485	27.486	discharging
1675174515	35.458	discharging
1675174545	39.815	discharging
1675174575	57.955	discharging
1675174605	31.528	discharging
1675174635	25.785	discharging
1675174665	24.367	discharging
1675174696	27.722	discharging
1675174726	32.812	discharging
1675174756	32.001	discharging
1675174786	34.343	discharging
1675174816	26.168	discharging
1675174846	24.074	discharging
1675174876	44.443	discharging
1675174906	22.599	discharging
1675174936	21.721	discharging
1675174966	21.552	discharging
1675174996	22.070	discharging
1675175027	21.799	discharging
1675175057	21.597	discharging
1675175087	21.687	discharging
1675175117	21.585	discharging
1675175147	25.459	discharging
1675175177	22.070	discharging
1675175207	21.619	discharging
1675175237	21.495	discharging
1675175267	21.653	discharging
1675175297	21.608	discharging
1675175327	22.869	discharging
1675175358	21.597	discharging
1675175388	22.396	discharging
1675175418	21.957	discharging
1675175448	23.229	discharging
1675175478	21.574	discharging
1675175508	22.700	discharging
1675175538	26.236	discharging
1675175568	22.801	discharging
1675175598	21.597	discharging
1675175628	22.847	discharging
1675175658	21.563	discharging
1675175688	21.732	discharging
1675175719	21.675	discharging
1675175749	21.630	discharging
1675175779	21.844	discharging
1675175792	0.000	discharging
1675175803	23.488	charging
1675175833	51.537	charging
1675175863	51.368	charging
1675175893	51.267	charging
1675175923	51.098	charging
1675175953	51.210	charging
1675175983	51.030	charging
1675176013	51.109	charging
1675176043	49.893	charging
1675176073	47.641	charging
1675176103	47.607	charging
1675176134	45.558	charging
1675176164	47.517	charging
1675176194	47.607	charging
1675176224	47.641	charging
1675176254	47.596	charging
1675176284	47.630	charging
1675176314	47.619	charging
1675176374	47.562	charging
1675180475	0.000	charging
1675180485	10.618	charging
1675180515	10.472	charging
1675180546	10.303	charging
1675180576	10.145	charging
1675180606	10.213	charging
1675180636	7.612	charging
1675180666	10.111	charging
1675180696	10.370	charging
1675180726	6.339	charging
1675180756	8.783	charging
1675180786	8.558	charging
1675180816	5.799	charging
1675180846	9.548	charging
1675180877	9.684	charging
1675180907	7.961	charging
1675180937	9.346	charging
1675180967	9.244	charging
1675180997	8.974	charging
1675181027	9.076	charging
1675181057	9.042	charging
1675181087	8.276	charging
1675181117	8.760	charging
1675181147	7.567	charging
1675181177	7.814	charging
1675181208	9.008	charging
1675181238	8.749	charging
1675181268	8.603	charging
1675181298	8.479	charging
1675181328	8.366	charging
1675181358	8.276	charging
1675181388	8.175	charging
1675181418	8.073	charging
1675181448	7.995	charging
1675181478	7.905	charging
1675181508	7.826	charging
1675181538	7.736	charging
1675181569	7.657	charging
1675181599	7.567	charging
1675181629	7.488	charging
1675181659	7.409	charging
1675181689	7.319	charging
1675181719	7.240	charging
1675181749	7.161	charging
1675181779	7.071	charging
1675181809	6.981	charging
1675181839	6.902	charging
1675181869	6.835	charging
1675181899	6.745	charging
1675181930	6.666	charging
1675181960	6.587	charging
1675181990	6.508	charging
1675182020	6.429	charging
1675182050	6.373	charging
1675182080	6.294	charging
1675182110	6.216	charging
1675182140	6.148	charging
1675182170	6.080	charging
1675182200	6.013	charging
1675182230	5.934	charging
1675182260	5.866	charging
1675182291	5.810	charging
1675182321	5.731	charging
1675182351	5.664	charging
1675182381	5.619	charging
1675182411	5.540	charging
1675182441	5.484	charging
