1675033006	0.000	unknown
1675033006	14055.000	discharging
1675033036	13662.000	discharging
1675033066	14252.000	discharging
1675033181	0.000	discharging
1675033192	12479.000	discharging
1675033222	13942.000	discharging
1675033252	7616.000	discharging
1675033282	8033.000	discharging
1675033312	7786.000	discharging
1675036676	0.000	discharging
1675036686	10577.000	discharging
1675050516	0.000	unknown
1675050576	319489.000	discharging
1675050606	0.000	fully-charged
1675050636	331469.000	discharging
1675050667	243214.000	discharging
1675050697	161648.000	discharging
1675050727	0.000	fully-charged
1675050937	1205018.000	discharging
1675050968	0.000	fully-charged
1675051118	220920.000	discharging
1675051148	0.000	fully-charged
1675051238	981733.000	discharging
1675051268	0.000	fully-charged
1675051449	1395094.000	discharging
1675051479	0.000	fully-charged
1675051840	2038984.000	discharging
1675051870	0.000	fully-charged
1675053335	1900028.000	discharging
1675053365	0.000	fully-charged
1675053425	1108350.000	discharging
1675053455	0.000	fully-charged
1675053726	532008.000	discharging
1675053756	0.000	fully-charged
1675053786	2418218.000	discharging
1675053816	0.000	fully-charged
1675054177	1330020.000	discharging
1675054207	0.000	fully-charged
1675055050	2046184.000	discharging
1675055080	0.000	fully-charged
1675055381	2660040.000	discharging
1675055411	0.000	fully-charged
1675056879	591280.000	discharging
1675056909	0.000	fully-charged
1675057300	1899771.000	discharging
1675057330	0.000	fully-charged
1675057496	298759.000	discharging
1675057526	0.000	fully-charged
1675057827	664740.000	discharging
1675057857	0.000	fully-charged
1675058167	5579.000	discharging
1675058170	0.000	discharging
1675058807	1772880.000	discharging
1675058837	0.000	fully-charged
1675059348	2659319.000	discharging
1675059378	0.000	fully-charged
1675142086	0.000	unknown
1675142086	9930.000	discharging
1675142116	7039.000	discharging
1675142146	9347.000	discharging
1675142176	4562.000	discharging
1675142207	5376.000	discharging
1675142237	5718.000	discharging
1675142267	6633.000	discharging
1675142297	10779.000	discharging
1675142327	10982.000	discharging
1675142357	7614.000	discharging
1675142387	8508.000	discharging
1675142417	9580.000	discharging
1675142447	8301.000	discharging
1675142477	10007.000	discharging
1675142507	6742.000	discharging
1675142537	5468.000	discharging
1675142567	3926.000	discharging
1675142597	4298.000	discharging
1675142627	8531.000	discharging
1675142658	4914.000	discharging
1675142688	8957.000	discharging
1675142718	8634.000	discharging
1675142748	6185.000	discharging
1675142778	6723.000	discharging
1675142808	8088.000	discharging
1675142838	8065.000	discharging
1675142868	6292.000	discharging
1675142898	8411.000	discharging
1675142928	10010.000	discharging
1675142958	9944.000	discharging
1675142988	5295.000	discharging
1675143018	6507.000	discharging
1675143049	7958.000	discharging
1675143079	8218.000	discharging
1675143109	5426.000	discharging
1675143139	8261.000	discharging
1675143169	7523.000	discharging
1675143199	7161.000	discharging
1675143229	7868.000	discharging
1675143259	7795.000	discharging
1675143289	7997.000	discharging
1675143319	8123.000	discharging
1675143349	7450.000	discharging
1675143379	5089.000	discharging
1675143409	6343.000	discharging
1675143440	4064.000	discharging
1675143470	4602.000	discharging
1675174264	0.000	discharging
1675174274	2267.000	discharging
1675174305	4086.000	discharging
1675174335	7027.000	discharging
1675174365	6870.000	discharging
1675174395	3212.000	discharging
1675174425	5569.000	discharging
1675174455	7122.000	discharging
1675174485	5928.000	discharging
1675174515	4571.000	discharging
1675174545	4051.000	discharging
1675174575	2776.000	discharging
1675174605	5005.000	discharging
1675174635	6126.000	discharging
1675174665	6449.000	discharging
1675174696	5638.000	discharging
1675174726	4736.000	discharging
1675174756	4797.000	discharging
1675174786	4471.000	discharging
1675174816	5787.000	discharging
1675174846	6300.000	discharging
1675174876	3406.000	discharging
1675174906	6658.000	discharging
1675174936	6944.000	discharging
1675174966	6968.000	discharging
1675174996	6773.000	discharging
1675175027	6828.000	discharging
1675175057	6862.000	discharging
1675175087	6801.000	discharging
1675175117	6803.000	discharging
1675175147	5741.000	discharging
1675175177	6593.000	discharging
1675175207	6701.000	discharging
1675175237	6707.000	discharging
1675175267	6629.000	discharging
1675175297	6610.000	discharging
1675175327	6218.000	discharging
1675175358	6552.000	discharging
1675175388	6289.000	discharging
1675175418	6385.000	discharging
1675175448	6006.000	discharging
1675175478	6437.000	discharging
1675175508	6089.000	discharging
